"","family","genus","binomial","authority","year","number_of_synonyms","number_of_unique_synonyms","commonname","inCSchallenge","common_synonyms_from_HerpMapper","mivs"
"3093","Colubridae","Dendrelaphis","Dendrelaphis grismeri","VOGEL & VAN ROOIJEN",2008,2,0,"Seram Bronzeback",0,"","no"
"3094","Colubridae","Dendrelaphis","Dendrelaphis marenae","VOGEL & VAN ROOIJEN",2008,3,0,"Maren's Bronzeback",0,"","no"
"3095","Colubridae","Natriciteres","Natriciteres sylvatica","BROADLEY",1966,8,1,"",0,"","no"
"3096","Colubridae","Thermophis","Thermophis zhaoermii","GUO, LIU, FENG & HE",2008,3,0,"",0,"","no"
"3097","Homalopsidae","Gyiophis","Gyiophis vorisi","MURPHY",2007,4,1,"",0,"","no"
"3098","Pareidae","Pareas","Pareas nigriceps","GUO & DENG",2009,2,0,"",0,"","no"
"3099","Colubridae","Spalerosophis","Spalerosophis atriceps","FISCHER",1885,6,1,"Royal Diadem Snake",0,"","no"
"3100","Typhlopidae","Cubatyphlops","Cubatyphlops golyathi","DOMINGUEZ & MORENO",2009,4,1,"",0,"","no"
"3101","Uropeltidae","Rhinophis","Rhinophis erangaviraji","WICKRAMASINGHE, VIDANAPATHIRANA, WICKRAMASINGHE & RANWELLA",2009,2,0,"",0,"","no"
"3102","Colubridae","Calamaria","Calamaria gialaiensis","ZIEGLER, SANG & TRUONG",2009,2,0,"",0,"","no"
"3103","Colubridae","Erythrolamprus","Erythrolamprus trebbaui","ROZE",1958,7,2,"",0,"","no"
"3104","Colubridae","Atractus","Atractus multidentatus","PASSOS, RIVAS & BARRIO-AMORÓS",2009,2,0,"",0,"","no"
"3105","Colubridae","Atractus","Atractus acheronius","PASSOS, RIVAS-FUENMAYOR & BARRIO-AMORÓS",2009,2,0,"",0,"","no"
"3106","Lamprophiidae","Liophidium","Liophidium maintikibo","FRANZEN, JONES, RASELIMANANA, NAGY, C’CRUZE, GLAW & VENCES",2009,2,0,"Spot-bellied Bright Snake",0,"","no"
"3107","Viperidae","Atheris","Atheris mabuensis","BRANCH & BAYLISS",2009,4,1,"",0,"","yes"
"3108","Colubridae","Taeniophallus","Taeniophallus quadriocellatus","SANTOS, DI-BERNARDO & DI LEMA",2008,10,4,"",0,"","no"
"3109","Colubridae","Atractus","Atractus altagratiae","PASSOS & FERNANDES",2008,2,0,"",0,"","no"
"3110","Colubridae","Dipsas","Dipsas baliomelas","HARVEY",2008,2,0,"",0,"","no"
"3111","Colubridae","Dipsas","Dipsas bucephala","SHAW",1802,11,5,"",0,"","no"
"3112","Colubridae","Dipsas","Dipsas copei","GÜNTHER",1872,8,1,"Cope's Snake-eater",0,"","no"
"3113","Lamprophiidae","Thamnosophis","Thamnosophis mavotenda","GLAW, NAGY, KÖHLER, FRANZEN & VENCES",2009,2,0,"Mahajanga Water Snake",0,"","no"
"3114","Colubridae","Dipsas","Dipsas elegans","BOULENGER",1896,14,5,"Elegant Snake-eater",0,"","no"
"3115","Colubridae","Dipsas","Dipsas ellipsifera","BOULENGER",1898,7,4,"Boulenger's Snake-eater",0,"","no"
"3116","Typhlopidae","Afrotyphlops","Afrotyphlops mucruso","PETERS",1854,22,14,"Zambezi Blindsnake",0,"","no"
"3117","Elapidae","Pseudonaja","Pseudonaja aspidorhyncha","MCCOY",1879,8,5,"Shield-snouted Brown Snake",0,"","yes"
"3118","Elapidae","Pseudonaja","Pseudonaja mengdeni","WELLS & WELLINGTON",1985,7,1,"Western Brown Snake",0,"","yes"
"3119","Uropeltidae","Uropeltis","Uropeltis bicatenata","GÜNTHER",1864,8,5,"Two-chained Earth Snake",0,"","no"
"3120","Colubridae","Pituophis","Pituophis vertebralis","BLAINVILLE",1835,16,5,"Cape Gopher Snake",0,"Pituophis catenifer vertebralis","no"
"3121","Elapidae","Laticauda","Laticauda frontalis","DE VIS",1905,3,1,"",0,"","yes"
"3122","Colubridae","Calamaria","Calamaria abramovi","ORLOV",2009,2,0,"",0,"","no"
"3123","Colubridae","Atractus","Atractus macondo","PASSOS, LYNCH & FERNANDES",2009,2,0,"",0,"","no"
"3124","Colubridae","Xenochrophis","Xenochrophis schnurrenbergeri","KRAMER",1977,3,1,"Bar-necked Keelback",0,"","no"
"3125","Viperidae","Crotalus","Crotalus stephensi","KLAUBER",1930,11,3,"Panamint Rattlesnake",0,"Crotalus mitchellii stephensi","yes"
"3126","Viperidae","Protobothrops","Protobothrops trungkhanhensis","ORLOV, RYABOV & NGUYEN",2009,2,0,"Trung Khan Pitviper",0,"","yes"
"3127","Colubridae","Calamaria","Calamaria banggaiensis","KOCH, ARIDA, MCGUIRE, ISKANDAR & BÖHME",2009,2,0,"",0,"","no"
"3128","Anomochilidae","Anomochilus","Anomochilus monticola","DAS, LAKIM, LIM & HUI",2008,4,1,"",0,"","no"
"3129","Pythonidae","Bothrochilus","Bothrochilus meridionalis","SCHLEIP",2014,7,3,"Southern Whitelip Python",0,"Leiopython meridionalis","no"
"3130","Pythonidae","Bothrochilus","Bothrochilus montanus","SCHLEIP",2014,8,4,"Wau Whitelip Python",0,"","no"
"3131","Pythonidae","Bothrochilus","Bothrochilus fredparkeri","SCHLEIP",2008,4,1,"Karimui Basin Whitelip Python",0,"","no"
"3132","Pythonidae","Bothrochilus","Bothrochilus huonensis","SCHLEIP",2008,4,1,"Huon Peninsula Whitelip Python",0,"","no"
"3133","Pythonidae","Bothrochilus","Bothrochilus biakensis","SCHLEIP",2008,4,1,"Biak Whitelip Python",0,"","no"
"3134","Anomalepididae","Liotyphlops","Liotyphlops haadi","SILVA-HAAD, FRANCO & MALDONADO",2008,2,0,"",0,"","no"
"3135","Colubridae","Atractus","Atractus nasutus","PASSOS, FERNANDES & LYNCH",2009,2,0,"",0,"","no"
"3136","Colubridae","Atractus","Atractus paisa","PASSOS, FERNANDES & LYNCH",2009,3,1,"",0,"","no"
"3137","Colubridae","Atractus","Atractus titanicus","PASSOS, FERNANDES & LYNCH",2009,3,1,"",0,"","no"
"3138","Boidae","Corallus","Corallus batesii","GRAY",1860,6,3,"Amazonian Emerald Tree Boa",0,"","no"
"3139","Colubridae","Xenopholis","Xenopholis werdingorum","JANSEN, ÁLVAREZ & KÖHLER",2009,2,0,"",0,"","no"
"3140","Colubridae","Colubroelaps","Colubroelaps nguyenvansangi","ORLOV, KHARIN, ANANJEVA, THIEN TAO & QUANG TRUONG",2009,2,0,"",0,"","no"
"3141","Boidae","Candoia","Candoia paulsoni","STULL",1956,8,2,"Solomon Island Ground Boa",0,"","no"
"3142","Pythonidae","Python","Python bivittatus","KUHL",1820,12,2,"Burmese Python",0,"Python molurus bivittatus","no"
"3143","Typhlopidae","Afrotyphlops","Afrotyphlops cuneirostris","PETERS",1879,10,3,"",0,"","no"
"3144","Typhlopidae","Afrotyphlops","Afrotyphlops kaimosae","LOVERIDGE",1935,4,1,"Kakamega Blindsnake",0,"","no"
"3145","Typhlopidae","Afrotyphlops","Afrotyphlops usambaricus","LAURENT",1964,5,2,"Usumbara Blindsnake",0,"","no"
"3146","Typhlopidae","Afrotyphlops","Afrotyphlops tanganicanus","LAURENT",1964,7,4,"Liwale Blindsnake",0,"","no"
"3147","Typhlopidae","Afrotyphlops","Afrotyphlops brevis","SCORTECCI",1929,9,5,"Somali Giant Blindsnake",0,"","no"
"3148","Typhlopidae","Afrotyphlops","Afrotyphlops nanus","BROADLEY & WALLACH",2009,3,0,"Kenyan Dwarf Blindsnake",0,"","no"
"3149","Typhlopidae","Madatyphlops","Madatyphlops andasibensis","WALLACH & GLAW",2009,4,3,"Andasibe Blindsnake",0,"","no"
"3150","Colubridae","Atractus","Atractus echidna","PASSOS, MUESES-CISNEROS, LYNCH & FERNANDES",2009,2,0,"",0,"","no"
"3151","Colubridae","Atractus","Atractus medusa","PASSOS, MUESES-CISNEROS, LYNCH & FERNANDES",2009,2,0,"",0,"","no"
"3152","Colubridae","Atractus","Atractus typhon","PASSOS, MUESES-CISNEROS, LYNCH & FERNANDES",2009,2,0,"",0,"","no"
"3153","Typhlopidae","Madatyphlops","Madatyphlops rajeryi","RENOULT & RASELIMANANA",2009,3,1,"",0,"","no"
"3154","Elapidae","Naja","Naja arabica","SCORTECCI",1932,7,2,"Arabian Cobra",0,"","yes"
"3155","Elapidae","Naja","Naja senegalensis","TRAPE, CHIRIO & WÜSTER",2009,4,0,"Senegalese Cobra",0,"","yes"
"3156","Colubridae","Alsophis","Alsophis sibonius","COPE",1879,5,1,"Dominican Racer",0,"","no"
"3157","Colubridae","Alsophis","Alsophis manselli","PARKER",1933,3,1,"Montserrat Racer",0,"","no"
"3158","Colubridae","Cubophis","Cubophis caymanus","GARMAN",1887,5,3,"Cayman Racer",0,"","no"
"3159","Colubridae","Cubophis","Cubophis fuscicauda","GARMAN",1888,4,2,"Cayman Brac Racer",0,"","no"
"3160","Colubridae","Cubophis","Cubophis ruttyi","GRANT",1941,5,2,"Little Cayman Racer",0,"","no"
"3161","Colubridae","Alsophis","Alsophis sajdaki","HENDERSON",1990,3,1,"Great Bird Island Racer",0,"","no"
"3162","Colubridae","Borikenophis","Borikenophis variegatus","SCHMIDT",1926,5,3,"Mona Island Racer",0,"","no"
"3163","Colubridae","Hypsirhynchus","Hypsirhynchus scalaris","COPE",1862,8,1,"",0,"","no"
"3164","Colubridae","Magliophis","Magliophis stahli","STEJNEGER",1904,5,2,"",0,"","no"
"3165","Leptotyphlopidae","Leptotyphlops","Leptotyphlops kafubi","BOULENGER",1919,5,1,"",0,"","no"
"3166","Leptotyphlopidae","Epictia","Epictia magnamaculata","TAYLOR",1940,20,11,"",0,"","no"
"3167","Leptotyphlopidae","Namibiana","Namibiana latifrons","STERNFELD",1908,6,2,"Benguela Blindsnake",0,"","no"
"3168","Leptotyphlopidae","Rena","Rena dissecta","COPE",1896,14,5,"New Mexico Threadsnake",0,"Leptotyphlops dissectus","no"
"3169","Leptotyphlopidae","Rena","Rena myopica","GARMAN",1884,10,5,"Tamaulipan Threadsnake",0,"","no"
"3170","Leptotyphlopidae","Rena","Rena boettgeri","WERNER",1899,3,2,"Baja Threadsnake",0,"","no"
"3171","Leptotyphlopidae","Myriopholis","Myriopholis yemenica","SCORTECCI",1933,4,2,"",0,"","no"
"3172","Colubridae","Tantilla","Tantilla ruficeps","COPE",1894,7,2,"",0,"","no"
"3173","Colubridae","Atractus","Atractus duboisi","BOULENGER",1880,3,1,"",0,"","no"
"3174","Colubridae","Atractus","Atractus orcesi","SAVAGE",1955,4,1,"",0,"","no"
"3175","Colubridae","Atractus","Atractus avernus","PASSOS, CHIESSE, TORRES-CARVAJAL & SAVAGE",2009,2,0,"",0,"","no"
"3176","Typhlopidae","Madatyphlops","Madatyphlops boettgeri","BOULENGER",1893,3,1,"",0,"","no"
"3177","Colubridae","Macroprotodon","Macroprotodon brevis","GÜNTHER",1862,14,4,"",0,"","no"
"3178","Colubridae","Lycodon","Lycodon futsingensis","POPE",1928,11,5,"Fuqing Xian Wolf Snake",0,"","no"
"3179","Colubridae","Lycodon","Lycodon multifasciatus","MAKI",1931,6,2,"Ryukyu Islands Wolf Snake",0,"","no"
"3180","Colubridae","Lycodon","Lycodon ophiophagus","VOGEL, DAVID, PAUWELS, SUMONTHA, NORVAL, HENDRIX, VU & ZIEGLER",2009,2,0,"Snake-eating Wolf Snake",0,"","no"
"3181","Colubridae","Coniophanes","Coniophanes melanocephalus","PETERS",1869,6,2,"",0,"","no"
"3182","Colubridae","Coniophanes","Coniophanes michoacanensis","FLORES-VILLELA & SMITH",2009,4,1,"Michoacan Black-striped Snake",0,"","no"
"3183","Colubridae","Coniophanes","Coniophanes taylori","HALL",1951,4,1,"",0,"","no"
"3184","Elapidae","Toxicocalamus","Toxicocalamus mintoni","KRAUS",2009,2,0,"",0,"","yes"
"3185","Elapidae","Toxicocalamus","Toxicocalamus pachysomus","KRAUS",2009,2,0,"",0,"","yes"
"3186","Lamprophiidae","Liophidium","Liophidium pattoni","VIEITES, RATSOAVINA, RANDRIANIAINA, NAGY, GLAW & VENCES",2010,2,0,"Pink-striped Bright Snake",0,"","no"
"3187","Colubridae","Apostolepis","Apostolepis pymi","BOULENGER",1903,4,0,"",0,"","no"
"3188","Colubridae","Sibon","Sibon perissostichon","KÖHLER, LOTZKAT & HERTZ",2010,3,1,"",0,"","no"
"3189","Colubridae","Contia","Contia longicaudae","FELDMAN & HOYER",2010,3,1,"Forest Sharptail Snake",0,"","no"
"3190","Colubridae","Atractus","Atractus caete","PASSOS, FERNANDES, BÉRNILS & MOURA-LEITE",2010,2,0,"",0,"","no"
"3191","Colubridae","Atractus","Atractus francoi","PASSOS, FERNANDES, BÉRNILS & MOURA-LEITE",2010,3,1,"",0,"","no"
"3192","Anomalepididae","Liotyphlops","Liotyphlops caissara","CENTENO, SAWAYA & GERMANO",2010,2,0,"",0,"","no"
"3193","Homalopsidae","Enhydris","Enhydris subtaeniata","BOURRET",1934,6,1,"",0,"","no"
"3194","Colubridae","Lampropeltis","Lampropeltis nigra","YARROW",1882,8,3,"Eastern Black Kingsnake",0,"","no"
"3195","Colubridae","Lampropeltis","Lampropeltis holbrooki","STEJNEGER",1902,9,2,"Speckled Kingsnake",0,"","no"
"3196","Colubridae","Lampropeltis","Lampropeltis splendida","BAIRD & GIRARD",1853,11,4,"Desert Kingsnake",0,"","no"
"3197","Colubridae","Lampropeltis","Lampropeltis californiae","BLAINVILLE",1835,22,11,"California Kingsnake",1,"","no"
"3198","Viperidae","Crotalus","Crotalus cerberus","COUES",1875,13,3,"Arizona Black Rattlesnake",0,"Crotalus viridis cerberus","yes"
"3199","Boidae","Epicrates","Epicrates crassus","COPE",1862,7,2,"Paraguayan Rainbow Boa",0,"","no"
"3200","Boidae","Epicrates","Epicrates assisi","MACHADO",1945,6,1,"Caatinga Rainbow Boa",0,"","no"
"3201","Boidae","Epicrates","Epicrates alvarezi","ABALOS, BAEZ & NADER",1964,5,1,"Argentine Rainbow Boa",0,"","no"
"3202","Viperidae","Bothrops","Bothrops osbornei","FREIRE-LASCANO",1991,5,0,"Osborne's Pitviper",0,"","yes"
"3203","Colubridae","Calamaria","Calamaria sangi","TRUONG, KOCH & ZIEGLER",2009,2,0,"",0,"","no"
"3204","Colubridae","Elaphe","Elaphe anomala","BOULENGER",1916,8,4,"Amur Ratsnake",0,"Elaphe schrenckii anomala","no"
"3205","Lamprophiidae","Prosymna","Prosymna stuhlmanni","PFEFFER",1893,11,4,"",0,"","no"
"3206","Colubridae","Dendrelaphis","Dendrelaphis chairecacos","BOIE",1827,5,1,"South Indian Bronzeback",0,"","no"
"3207","Viperidae","Vipera","Vipera altaica","TUNIYEV, NILSON & ANDRÉN",2010,4,1,"Altay Viper",0,"","yes"
"3208","Colubridae","Hebius","Hebius arquus","DAVID & VOGEL",2010,3,1,"Borneo Keelback",0,"","no"
"3209","Colubridae","Calamaria","Calamaria concolor","ORLOV, TRUONG, TAO, ANANJEVA & CUC",2010,2,0,"",0,"","no"
"3210","Colubridae","Atractus","Atractus hoogmoedi","PRUDENTE & PASSOS",2010,3,1,"",0,"","no"
"3211","Viperidae","Bothriechis","Bothriechis supraciliaris","TAYLOR",1954,5,1,"",0,"","yes"
"3212","Colubridae","Boiga","Boiga hoeseli","RAMADHAN, ISKANDAR & SUBASRI",2010,2,0,"Lesser Sundas Cat Snake",0,"","no"
"3213","Colubridae","Chironius","Chironius challenger","KOK",2010,5,1,"",0,"","no"
"3214","Colubridae","Aprosdoketophis","Aprosdoketophis andreonei","WALLACH, LANZA & NISTRI",2010,2,0,"",0,"","no"
"3215","Lamprophiidae","Lycophidion","Lycophidion multimaculatum","BOETTGER",1888,12,1,"",0,"","no"
"3216","Lamprophiidae","Rhamphiophis","Rhamphiophis rostratus","PETERS",1854,19,7,"",0,"","no"
"3217","Colubridae","Natriciteres","Natriciteres bipostocularis","BROADLEY",1962,9,3,"",0,"","no"
"3218","Colubridae","Limnophis","Limnophis bangweolicus","MERTENS",1936,8,2,"",0,"","no"
"3219","Typhlopidae","Indotyphlops","Indotyphlops ozakiae","WALLACH",2001,6,1,"",0,"","no"
"3220","Colubridae","Omoadiphas","Omoadiphas cannula","MCCRANIE & CRUZ-DÍAZ",2010,2,0,"",0,"","no"
"3221","Colubridae","Dipsas","Dipsas sazimai","FERNANDES, MARQUES & ARGÔLO",2010,2,0,"",0,"","no"
"3222","Viperidae","Cerastes","Cerastes boehmei","WAGNER & WILMS",2010,3,0,"",0,"","yes"
"3223","Colubridae","Lycodon","Lycodon synaptor","VOGEL & DAVID",2010,2,0,"Boehmeâ€™s wolf Snake",0,"","no"
"3224","Colubridae","Chironius","Chironius septentrionalis","DIXON, WIEST & CEI",1993,5,1,"",0,"","no"
"3225","Colubridae","Chironius","Chironius foveatus","BAILEY",1955,8,1,"Coastal Sipo",0,"","no"
"3226","Colubridae","Alsophis","Alsophis danforthi","COCHRAN",1938,6,2,"Terre-de-Bas Racer",0,"","no"
"3227","Colubridae","Dendrophidion","Dendrophidion atlantica","FREIRE, CARAMASCHI & GONÇALVES",2010,2,0,"",0,"","no"
"3228","Leptotyphlopidae","Leptotyphlops","Leptotyphlops pitmani","BROADLEY & WALLACH",2007,11,5,"",0,"","no"
"3229","Lamprophiidae","Duberria","Duberria shirana","BOULENGER",1894,7,2,"",0,"","no"
"3230","Colubridae","Thelotornis","Thelotornis mossambicanus","BOCAGE",1895,10,2,"",0,"","yes"
"3231","Leptotyphlopidae","Leptotyphlops","Leptotyphlops incognitus","BROADLEY & WATSON",1976,16,7,"",0,"","no"
"3232","Elapidae","Pseudechis","Pseudechis weigeli","WELLS & WELLINGTON",1987,8,3," Western Pygmy Mulga Snake",0,"","yes"
"3233","Viperidae","Gloydius","Gloydius lijianlii","JIANG & ZHAO",2009,2,0,"Shandong Pit Viper",0,"","yes"
"3234","Lamprophiidae","Phisalixella","Phisalixella tulearensis","DOMERGUE",1995,2,1,"Tulear Tree Snake",0,"","no"
"3235","Colubridae","Oxyrhopus","Oxyrhopus vanidicus","LYNCH",2009,15,4,"",0,"","no"
"3236","Colubridae","Opisthotropis","Opisthotropis cucae","DAVID, CUONG THE PHAM, TRUONG QUANG NGUYEN & ZIEGLER",2011,2,0,"Cucâ€™s Mountain Stream Snake",0,"","no"
"3237","Colubridae","Opisthotropis","Opisthotropis atra","GÜNTHER",1872,4,1,"",0,"","no"
"3238","Leptotyphlopidae","Epictia","Epictia clinorostris","ARREDONDO & ZAHER",2010,2,0,"",0,"","no"
"3239","Viperidae","Trimeresurus","Trimeresurus cardamomensis","MALHOTRA, THORPE, MRINALINI & STUART",2011,14,4,"Cardamom Mountains Green Pitviper",0,"","yes"
"3240","Viperidae","Trimeresurus","Trimeresurus rubeus","MALHOTRA, THORPE, MRINALINI & STUART",2011,10,5,"Ruby-Eyed Green Pitviper",0,"","yes"
"3241","Colubridae","Xenochrophis","Xenochrophis tytleri","BLYTH",1863,4,2,"Andaman Islands Keelback",0,"","no"
"3242","Lamprophiidae","Malpolon","Malpolon insignitus","GEOFFROY DE ST-HILAIRE",1827,22,9,"Eastern Montpellier Snake",0,"","no"
"3243","Colubridae","Philothamnus","Philothamnus ruandae","LOVERIDGE",1951,7,1,"",0,"","no"
"3244","Leptotyphlopidae","Siagonodon","Siagonodon acutirostris","PINTO & CURCIO",2011,2,0,"",0,"","no"
"3245","Lamprophiidae","Prosymna","Prosymna lineata","PETERS",1871,9,2,"",0,"","no"
"3246","Colubridae","Oligodon","Oligodon kheriensis","ACHARJI & RAY",1936,5,0,"",0,"","no"
"3247","Colubridae","Lycodon","Lycodon gongshan","VOGEL & LUO",2011,2,0,"Gongshan Wolf Snake",0,"","no"
"3248","Elapidae","Micrurus","Micrurus mosquitensis","SCHMIDT",1933,7,1,"Costa Rican Coral Snake",0,"","yes"
"3249","Colubridae","Oligodon","Oligodon hamptoni","BOULENGER",1918,5,0,"",0,"","no"
"3250","Colubridae","Dendrelaphis","Dendrelaphis andamanensis","ANDERSON",1871,5,3,"Andaman Bronzeback",0,"","no"
"3251","Colubridae","Dendrelaphis","Dendrelaphis ashoki","VOGEL & VAN ROOIJEN",2011,2,0,"Kerala Bronzeback",0,"","no"
"3252","Colubridae","Atractus","Atractus apophis","PASSOS & LYNCH",2010,2,0,"",0,"","no"
"3253","Colubridae","Atractus","Atractus atratus","PASSOS & LYNCH",2010,2,0,"",0,"","no"
"3254","Colubridae","Atractus","Atractus chthonius","PASSOS & LYNCH",2010,2,0,"",0,"","no"
"3255","Colubridae","Pantherophis","Pantherophis ramspotti","CROTHER, WHITE, SAVAGE, ECKSTUT, GRAHAM & GARDNER",2011,3,0,"Western Foxsnake",0,"","no"
"3256","Boidae","Candoia","Candoia superciliosa","GÜNTHER",1863,11,3,"",0,"","no"
"3257","Colubridae","Plagiopholis","Plagiopholis blakewayi","BOULENGER",1893,11,2,"Blackway's Mountain Snake",0,"","no"
"3258","Lamprophiidae","Psammophis","Psammophis brevirostris","PETERS",1881,10,2,"Snort-snouted Sand Racer",0,"","no"
"3259","Viperidae","Trimeresurus","Trimeresurus sichuanensis","GUO & WANG",2011,3,2,"Sichuan Pitviper",0,"","yes"
"3260","Colubridae","Dendrelaphis","Dendrelaphis walli","VOGEL & VAN ROOIJEN",2011,3,1,"Myanmar Bronzeback",0,"","no"
"3261","Viperidae","Protobothrops","Protobothrops maolanensis","YANG, ORLOV & WANG",2011,3,0,"Mao Lan Pitviper",0,"","yes"
"3262","Colubridae","Stegonotus","Stegonotus muelleri","DUMÉRIL, BIBRON  & DUMÉRIL",1854,8,3,"Muller's Frog-eating Snake",0,"","no"
"3263","Uropeltidae","Rhinophis","Rhinophis lineatus","GOWER & MADUWAGE",2011,5,2,"",0,"","no"
"3264","Uropeltidae","Rhinophis","Rhinophis zigzag","GOWER & MADUWAGE",2011,5,2,"",0,"","no"
"3265","Typhlopidae","Typhlops","Typhlops oxyrhinus","DOMINGUEZ & DIAZ",2011,3,0,"",0,"","no"
"3266","Typhlopidae","Typhlops","Typhlops pachyrhinus","DOMINGUEZ & DIAZ",2011,3,0,"",0,"","no"
"3267","Colubridae","Thamnophis","Thamnophis nigronuchalis","THOMPSON",1957,5,1,"",0,"","no"
"3268","Viperidae","Bothrops","Bothrops ayerbei","FOLLECO-FERNANDEZ",2010,2,0,"Patian Lancehead",0,"","yes"
"3269","Colubridae","Calamaria","Calamaria lautensis","DE ROOIJ",1917,5,0,"",0,"","no"
"3270","Lamprophiidae","Limaformosa","Limaformosa savorgnani","MOCQUARD",1887,21,10,"",0,"","no"
"3271","Gerrhopilidae","Gerrhopilus","Gerrhopilus ceylonicus","SMITH",1943,6,1,"Ceylon Worm Snake",0,"Typhlops ceylonicus","no"
"3272","Colubridae","Oligodon","Oligodon annamensis","LEVITON",1953,3,0,"Leviton's Kukri Snake",0,"","no"
"3273","Pareidae","Pareas","Pareas chinensis","BARBOUR",1912,9,2,"Chinese Slug Snake",0,"","no"
"3274","Colubridae","Erythrolamprus","Erythrolamprus mossoroensis","HOGE & LIMA-VERDE",1973,6,2,"",0,"","no"
"3275","Viperidae","Trimeresurus","Trimeresurus mcgregori","TAYLOR",1919,12,4,"McGregor's Pitviper",0,"","yes"
"3276","Viperidae","Bothrops","Bothrops rhombeatus","GARCIA",1896,3,0,"Cauca Yellow-headed Lancehead",0,"","yes"
"3277","Viperidae","Daboia","Daboia siamensis","SMITH",1917,13,5,"Eastern Russel's Viper",0,"","yes"
"3278","Colubridae","Tantilla","Tantilla psittaca","MCCRANIE",2011,2,0,"",0,"","no"
"3279","Homalopsidae","Myron","Myron karnsi","MURPHY",2011,4,1,"",0,"","no"
"3280","Homalopsidae","Myron","Myron resetari","MURPHY",2011,4,1,"Resetar's Mangrove Snake",0,"","no"
"3281","Viperidae","Montivipera","Montivipera kuhrangica","RAJABIZADEH, NILSON & KAMI",2011,3,0,"Zagros Montane Viper",0,"","yes"
"3282","Colubridae","Pseudorabdion","Pseudorabdion modiglianii","DORIA & PETRI",2010,2,0,"",0,"","no"
"3283","Colubridae","Pseudorabdion","Pseudorabdion sirambense","DORIA & PETRI",2010,2,0,"",0,"","no"
"3284","Colubridae","Drymarchon","Drymarchon margaritae","ROZE",1959,9,1,"Margarita Cribo",0,"","no"
"3285","Viperidae","Mixcoatlus","Mixcoatlus browni","SHREVE",1938,3,1,"Brown's Montane Pitviper",0,"","yes"
"3286","Colubridae","Geophis","Geophis occabus","PAVÓN-VÁZQUEZ, GARCÍA-VÁZQUEZ, BLANCAS-HERNÁNDEZ & NIETO-MONTES DE OCA",2011,2,0,"",0,"","no"
"3287","Colubridae","Lycodon","Lycodon liuchengchaoi","ZHANG, JIANG, VOGEL & RAO",2011,4,1,"Sichuan Wolf Snake",0,"","no"
"3288","Pythonidae","Python","Python kyaiktiyo","ZUG, GOTTE & JACOBS",2011,2,0,"Mon Python",0,"","no"
"3289","Viperidae","Echis","Echis khosatzkii","CHERLIN",1990,8,1,"Southeast Arabian Saw-scaled Viper",0,"","yes"
"3290","Viperidae","Echis","Echis borkini","CHERLIN",1990,6,1,"Yemeni Saw-scaled Viper",0,"","yes"
